# frame_index,read_ok,t_before_read_ns,t_after_read_ns
439,1,30095624248514,30095644180842
440,1,30095644186575,30095663817354
441,1,30095663822034,30095684072100
442,1,30095684077039,30095704167260
443,1,30095704172715,30095724075439
444,1,30095724084655,30095744219858
445,1,30095744225221,30095764114839
446,1,30095764120497,30095784175048
447,1,30095784180485,30095803988460
448,1,30095803995975,30095824212589
449,1,30095824217993,30095844201108
450,1,30095844206836,30095864202564
451,1,30095864207942,30095883761382
452,1,30095883765684,30095904299949
453,1,30095904306168,30095924243605
454,1,30095924261624,30095944685419
455,1,30095944689917,30095964197182
456,1,30095964202838,30095984226137
457,1,30095984232825,30096004122489
458,1,30096004127999,30096024207064
459,1,30096024212578,30096044121980
460,1,30096044127985,30096064211228
461,1,30096064217095,30096083881724
462,1,30096083886501,30096104225649
463,1,30096104231541,30096124288153
464,1,30096124298937,30096144230302
465,1,30096144235967,30096163839026
466,1,30096163844071,30096184362636
467,1,30096184367947,30096204285065
468,1,30096204290121,30096224230948
469,1,30096224236625,30096248172949
470,1,30096248178177,30096268226930
471,1,30096268232718,30096288105198
472,1,30096288110738,30096308258759
473,1,30096308264319,30096328183800
474,1,30096328189126,30096348186158
475,1,30096348191583,30096368132412
476,1,30096368137930,30096388136983
477,1,30096388143083,30096408129154
478,1,30096408134834,30096428347013
479,1,30096428352548,30096448110818
480,1,30096448115513,30096468211410
481,1,30096468216596,30096488019888
482,1,30096488026349,30096508315296
483,1,30096508320542,30096528122155
484,1,30096528127079,30096548313075
485,1,30096548318318,30096568154998
486,1,30096568160608,30096588241563
487,1,30096588247040,30096608194513
488,1,30096608199557,30096628172506
489,1,30096628177130,30096648075382
490,1,30096648081125,30096667857694
491,1,30096667862332,30096688223975
492,1,30096688229222,30096708065770
493,1,30096708070092,30096728219475
494,1,30096728224954,30096748259149
495,1,30096748264104,30096768045604
496,1,30096768051258,30096788194503
497,1,30096788200263,30096808176522
498,1,30096808181910,30096828120447
499,1,30096828125718,30096848196665
500,1,30096848201764,30096868232598
501,1,30096868237911,30096887936256
502,1,30096887941394,30096908155139
503,1,30096908160326,30096928330580
504,1,30096928355159,30096947826511
505,1,30096947831229,30096968255843
506,1,30096968261073,30096992207842
507,1,30096992213092,30097012128592
508,1,30097012134238,30097032099290
509,1,30097032105041,30097052174664
510,1,30097052180167,30097072187502
511,1,30097072192752,30097092092468
512,1,30097092098117,30097112152450
513,1,30097112157796,30097131939181
514,1,30097131945058,30097152218517
515,1,30097152223826,30097171820961
516,1,30097171825780,30097192347407
517,1,30097192352282,30097212162195
518,1,30097212167367,30097232198480
519,1,30097232204362,30097252152667
520,1,30097252171058,30097272256537
521,1,30097272262588,30097292206099
522,1,30097292211225,30097312219871
523,1,30097312225944,30097332082837
524,1,30097332086764,30097352187094
525,1,30097352192605,30097372106821
526,1,30097372112461,30097392304501
527,1,30097392310443,30097412276749
528,1,30097412285753,30097431871691
529,1,30097431876391,30097452274729
530,1,30097452279798,30097472189095
531,1,30097472194250,30097492065131
532,1,30097492072622,30097512195828
533,1,30097512200979,30097532168388
534,1,30097532173355,30097552178875
535,1,30097552184746,30097572158964
536,1,30097572164691,30097592207381
537,1,30097592212762,30097612062540
538,1,30097612069590,30097632107950
539,1,30097632113146,30097652111695
540,1,30097652116923,30097671785329
541,1,30097671790573,30097691836415
542,1,30097691841015,30097712204374
543,1,30097712209402,30097732062986
544,1,30097732068910,30097756022157
545,1,30097756029974,30097776141843
546,1,30097776146951,30097796178889
547,1,30097796184067,30097816150419
548,1,30097816155851,30097836200037
549,1,30097836205856,30097856038157
550,1,30097856046020,30097876191742
551,1,30097876197217,30097895988726
552,1,30097895994267,30097916117883
553,1,30097916126248,30097935996632
554,1,30097936020100,30097956107451
555,1,30097956125957,30097976102926
556,1,30097976108675,30097995931726
557,1,30097995936842,30098015954046
558,1,30098015959110,30098036068272
559,1,30098036073862,30098055961163
560,1,30098055966667,30098076186150
561,1,30098076191892,30098096149368
562,1,30098096169178,30098116102263
563,1,30098116107310,30098135807826
564,1,30098135812816,30098156325202
565,1,30098156347270,30098176039918
566,1,30098176045450,30098196212542
567,1,30098196218119,30098216228575
568,1,30098216358530,30098236173807
569,1,30098236178960,30098256105531
570,1,30098256111254,30098276208155
571,1,30098276213642,30098296243695
572,1,30098296249585,30098316196560
573,1,30098316201765,30098336155291
574,1,30098336161057,30098356288570
575,1,30098356294050,30098376206822
576,1,30098376212468,30098396232264
577,1,30098396237899,30098416407272
578,1,30098416412966,30098436309853
579,1,30098436315071,30098456150256
580,1,30098456155008,30098476222077
581,1,30098476227847,30098496179005
582,1,30098496184697,30098520269782
583,1,30098520275391,30098540218072
584,1,30098540223406,30098560220903
585,1,30098560226574,30098580204741
586,1,30098580209844,30098600191876
587,1,30098600197308,30098620125220
588,1,30098620130716,30098640226446
589,1,30098640231651,30098660148127
590,1,30098660153418,30098680268331
591,1,30098680273740,30098700292180
592,1,30098700297380,30098720162443
593,1,30098720169026,30098740184664
594,1,30098740190385,30098760213562
595,1,30098760218574,30098780096144
596,1,30098780101763,30098800196833
597,1,30098800202069,30098820109265
598,1,30098820114635,30098840172440
599,1,30098840177634,30098860131224
